11453,Bridge,91606
11453,Cafeteria,101062
11453,Chinese Bar,145331
11453,Dean's office,116804
11453,Finestra Pub,173297
11453,Information Technology Center,77375
11453,Main Library,129979
11453,Park,134515
11453,Sports bay,92293
11453,Statue before BAIS Faculty,100788
11454,Bridge,103477
11454,Cafeteria,131278
11454,Chinese Bar,191097
11454,Dean's office,104296
11454,Finestra Pub,99090
11454,Information Technology Center,120422
11454,Main Library,146872
11454,Park,134647
11454,Sports bay,93697
11454,Statue before BAIS Faculty,158270
11455,Bridge,148881
11455,Cafeteria,128669
11455,Chinese Bar,116122
11455,Dean's office,137890
11455,Finestra Pub,131272
11455,Information Technology Center,181406
11455,Main Library,131176
11455,Park,108197
11455,Sports bay,147711
11455,Statue before BAIS Faculty,142909
11456,Bridge,149558
11456,Cafeteria,137620
11456,Chinese Bar,108913
11456,Dean's office,118264
11456,Finestra Pub,103224
11456,Information Technology Center,128093
11456,Main Library,91907
11456,Park,108601
11456,Sports bay,144894
11456,Statue before BAIS Faculty,117148
11457,Bridge,119684
11457,Cafeteria,116703
11457,Chinese Bar,99685
11457,Dean's office,123423
11457,Finestra Pub,151031
11457,Information Technology Center,102456
11457,Main Library,103409
11457,Park,103193
11457,Sports bay,141097
11457,Statue before BAIS Faculty,92422
11458,Bridge,107791
11458,Cafeteria,107068
11458,Chinese Bar,117818
11458,Dean's office,111661
11458,Finestra Pub,107415
11458,Information Technology Center,125009
11458,Main Library,122098
11458,Park,75956
11458,Sports bay,134302
11458,Statue before BAIS Faculty,153709
11459,Bridge,104804
11459,Cafeteria,110732
11459,Chinese Bar,115006
11459,Dean's office,161035
11459,Finestra Pub,146286
11459,Information Technology Center,96198
11459,Main Library,105414
11459,Park,139771
11459,Sports bay,127241
11459,Statue before BAIS Faculty,119256
11460,Bridge,150316
11460,Cafeteria,113404
11460,Chinese Bar,140717
11460,Dean's office,89309
11460,Finestra Pub,123607
11460,Information Technology Center,100646
11460,Main Library,93545
11460,Park,183149
11460,Sports bay,137251
11460,Statue before BAIS Faculty,141053
11461,Bridge,123316
11461,Cafeteria,121696
11461,Chinese Bar,133120
11461,Dean's office,220543
11461,Finestra Pub,190941
11461,Information Technology Center,146491
11461,Main Library,138542
11461,Park,176731
11461,Sports bay,134999
11461,Statue before BAIS Faculty,134791
11462,Bridge,100914
11462,Cafeteria,131358
11462,Chinese Bar,142754
11462,Dean's office,115211
11462,Finestra Pub,139221
11462,Information Technology Center,104001
11462,Main Library,124835
11462,Park,71204
11462,Sports bay,117402
11462,Statue before BAIS Faculty,85426
11463,Bridge,87533
11463,Cafeteria,70551
11463,Chinese Bar,117381
11463,Dean's office,138863
11463,Finestra Pub,124700
11463,Information Technology Center,106209
11463,Main Library,74438
11463,Park,111064
11463,Sports bay,127246
11463,Statue before BAIS Faculty,148586
11464,Bridge,96018
11464,Cafeteria,132339
11464,Chinese Bar,143445
11464,Dean's office,111181
11464,Finestra Pub,148677
11464,Information Technology Center,167909
11464,Main Library,122755
11464,Park,128999
11464,Sports bay,137847
11464,Statue before BAIS Faculty,120679
11465,Bridge,149448
11465,Cafeteria,123855
11465,Chinese Bar,125343
11465,Dean's office,100426
11465,Finestra Pub,115959
11465,Information Technology Center,150566
11465,Main Library,115588
11465,Park,90988
11465,Sports bay,189337
11465,Statue before BAIS Faculty,132145
11466,Bridge,112179
11466,Cafeteria,172593
11466,Chinese Bar,135955
11466,Dean's office,139747
11466,Finestra Pub,155884
11466,Information Technology Center,131764
11466,Main Library,120171
11466,Park,142877
11466,Sports bay,96919
11466,Statue before BAIS Faculty,134195
11467,Bridge,149684
11467,Cafeteria,128111
11467,Chinese Bar,152431
11467,Dean's office,108949
11467,Finestra Pub,143935
11467,Information Technology Center,115404
11467,Main Library,154774
11467,Park,134884
11467,Sports bay,171513
11467,Statue before BAIS Faculty,161682
11468,Bridge,140713
11468,Cafeteria,101247
11468,Chinese Bar,101935
11468,Dean's office,121887
11468,Finestra Pub,103749
11468,Information Technology Center,114955
11468,Main Library,108764
11468,Park,114463
11468,Sports bay,103200
11468,Statue before BAIS Faculty,81482
11469,Bridge,148167
11469,Cafeteria,118792
11469,Chinese Bar,129256
11469,Dean's office,115821
11469,Finestra Pub,101115
11469,Information Technology Center,112668
11469,Main Library,152930
11469,Park,123923
11469,Sports bay,152576
11469,Statue before BAIS Faculty,139018
11470,Bridge,106310
11470,Cafeteria,109065
11470,Chinese Bar,139918
11470,Dean's office,66449
11470,Finestra Pub,127616
11470,Information Technology Center,111421
11470,Main Library,94327
11470,Park,108932
11470,Sports bay,103565
11470,Statue before BAIS Faculty,103985
11471,Bridge,166784
11471,Cafeteria,93563
11471,Chinese Bar,140163
11471,Dean's office,81409
11471,Finestra Pub,93779
11471,Information Technology Center,152633
11471,Main Library,115098
11471,Park,117242
11471,Sports bay,94754
11471,Statue before BAIS Faculty,185862
11472,Bridge,89179
11472,Cafeteria,114395
11472,Chinese Bar,140232
11472,Dean's office,158156
11472,Finestra Pub,145181
11472,Information Technology Center,134957
11472,Main Library,149885
11472,Park,143957
11472,Sports bay,160905
11472,Statue before BAIS Faculty,94072
11473,Bridge,93764
11473,Cafeteria,98941
11473,Chinese Bar,82369
11473,Dean's office,107435
11473,Finestra Pub,79559
11473,Information Technology Center,93928
11473,Main Library,99625
11473,Park,125935
11473,Sports bay,109335
11473,Statue before BAIS Faculty,130251
11474,Bridge,153754
11474,Cafeteria,114718
11474,Chinese Bar,130489
11474,Dean's office,89437
11474,Finestra Pub,117690
11474,Information Technology Center,87046
11474,Main Library,149918
11474,Park,114665
11474,Sports bay,114597
11474,Statue before BAIS Faculty,97462
11475,Bridge,129598
11475,Cafeteria,152283
11475,Chinese Bar,100827
11475,Dean's office,128796
11475,Finestra Pub,129227
11475,Information Technology Center,73176
11475,Main Library,89901
11475,Park,78257
11475,Sports bay,106426
11475,Statue before BAIS Faculty,154827
11476,Bridge,86703
11476,Cafeteria,173986
11476,Chinese Bar,123955
11476,Dean's office,96518
11476,Finestra Pub,111784
11476,Information Technology Center,96011
11476,Main Library,125541
11476,Park,116314
11476,Sports bay,124170
11476,Statue before BAIS Faculty,123778
11477,Bridge,177927
11477,Cafeteria,117216
11477,Chinese Bar,117796
11477,Dean's office,139607
11477,Finestra Pub,142652
11477,Information Technology Center,134547
11477,Main Library,138193
11477,Park,101259
11477,Sports bay,102274
11477,Statue before BAIS Faculty,161074
11478,Bridge,130475
11478,Cafeteria,89290
11478,Chinese Bar,63442
11478,Dean's office,83062
11478,Finestra Pub,150689
11478,Information Technology Center,153671
11478,Main Library,158993
11478,Park,109859
11478,Sports bay,161275
11478,Statue before BAIS Faculty,98748
11479,Bridge,154742
11479,Cafeteria,139089
11479,Chinese Bar,87481
11479,Dean's office,131948
11479,Finestra Pub,120859
11479,Information Technology Center,177794
11479,Main Library,127733
11479,Park,122911
11479,Sports bay,114261
11479,Statue before BAIS Faculty,105634
11480,Bridge,167550
11480,Cafeteria,129476
11480,Chinese Bar,96225
11480,Dean's office,76484
11480,Finestra Pub,124493
11480,Information Technology Center,125536
11480,Main Library,111143
11480,Park,160269
11480,Sports bay,126210
11480,Statue before BAIS Faculty,89775
11481,Bridge,153912
11481,Cafeteria,153255
11481,Chinese Bar,92827
11481,Dean's office,109949
11481,Finestra Pub,166698
11481,Information Technology Center,76763
11481,Main Library,129985
11481,Park,151199
11481,Sports bay,136645
11481,Statue before BAIS Faculty,156215
11482,Bridge,121651
11482,Cafeteria,97926
11482,Chinese Bar,113366
11482,Dean's office,75237
11482,Finestra Pub,124096
11482,Information Technology Center,99550
11482,Main Library,103554
11482,Park,130610
11482,Sports bay,106218
11482,Statue before BAIS Faculty,119310
11483,Bridge,150117
11483,Cafeteria,190417
11483,Chinese Bar,151958
11483,Dean's office,128442
11483,Finestra Pub,90616
11483,Information Technology Center,81957
11483,Main Library,106172
11483,Park,117497
11483,Sports bay,124571
11483,Statue before BAIS Faculty,126726
11484,Bridge,72855
11484,Cafeteria,101228
11484,Chinese Bar,116061
11484,Dean's office,88089
11484,Finestra Pub,129199
11484,Information Technology Center,140143
11484,Main Library,136354
11484,Park,120925
11484,Sports bay,95969
11484,Statue before BAIS Faculty,82901
11485,Bridge,153407
11485,Cafeteria,98075
11485,Chinese Bar,115606
11485,Dean's office,107243
11485,Finestra Pub,115177
11485,Information Technology Center,110089
11485,Main Library,139815
11485,Park,118709
11485,Sports bay,114643
11485,Statue before BAIS Faculty,80301
11486,Bridge,124306
11486,Cafeteria,141179
11486,Chinese Bar,171982
11486,Dean's office,142269
11486,Finestra Pub,116003
11486,Information Technology Center,154040
11486,Main Library,116380
11486,Park,76562
11486,Sports bay,97224
11486,Statue before BAIS Faculty,108597
