5840,Cafeteria,148179
5840,Chinese Bar,142588
5840,Dean's office,96453
5840,Finestra Pub,94918
5840,Information Technology Center,101995
5840,Main Library,101197
5840,Park,108507
5840,Sports bay,110940
5840,Statue before BAIS Faculty,154678
5841,Bridge,141372
5841,Cafeteria,133355
5841,Chinese Bar,156196
5841,Dean's office,120701
5841,Finestra Pub,117588
5841,Information Technology Center,114636
5841,Main Library,165209
5841,Park,185090
5841,Sports bay,97006
5841,Statue before BAIS Faculty,116337
5842,Bridge,173458
5842,Cafeteria,128916
5842,Chinese Bar,133707
5842,Dean's office,98319
5842,Finestra Pub,125225
5842,Information Technology Center,136597
5842,Main Library,120040
5842,Park,146241
5842,Sports bay,93955
5842,Statue before BAIS Faculty,161973
5843,Bridge,100242
5843,Cafeteria,108764
5843,Chinese Bar,105215
5843,Dean's office,148774
5843,Finestra Pub,75273
5843,Information Technology Center,110460
5843,Main Library,123658
5843,Park,121027
5843,Sports bay,141691
5843,Statue before BAIS Faculty,153497
5844,Bridge,151005
5844,Cafeteria,89585
5844,Chinese Bar,89584
5844,Dean's office,105231
5844,Finestra Pub,94677
5844,Information Technology Center,125288
5844,Main Library,78099
5844,Park,100469
5844,Sports bay,95478
5844,Statue before BAIS Faculty,116883
5845,Bridge,136751
5845,Cafeteria,175041
5845,Chinese Bar,118045
5845,Dean's office,123867
5845,Finestra Pub,127792
5845,Information Technology Center,146562
5845,Main Library,100828
5845,Park,173498
5845,Sports bay,101286
5845,Statue before BAIS Faculty,134615
5846,Bridge,115489
5846,Cafeteria,139449
5846,Chinese Bar,155266
5846,Dean's office,114302
5846,Finestra Pub,133940
5846,Information Technology Center,196818
5846,Main Library,107858
5846,Park,162836
5846,Sports bay,133547
5846,Statue before BAIS Faculty,110555
5847,Bridge,97051
5847,Cafeteria,163488
5847,Chinese Bar,85020
5847,Dean's office,115353
5847,Finestra Pub,113012
5847,Information Technology Center,102983
5847,Main Library,122775
5847,Park,125232
5847,Sports bay,129463
5847,Statue before BAIS Faculty,158911
5848,Bridge,140529
5848,Cafeteria,116567
5848,Chinese Bar,113991
5848,Dean's office,112098
5848,Finestra Pub,77181
5848,Information Technology Center,124459
5848,Main Library,125238
5848,Park,174088
5848,Sports bay,98003
5848,Statue before BAIS Faculty,104528
5849,Bridge,150565
5849,Cafeteria,167103
5849,Chinese Bar,89712
5849,Dean's office,172156
5849,Finestra Pub,130622
5849,Information Technology Center,139733
5849,Main Library,147160
5849,Park,118241
5849,Sports bay,89014
5849,Statue before BAIS Faculty,149467
5850,Bridge,160350
5850,Cafeteria,107181
5850,Chinese Bar,120290
5850,Dean's office,142087
5850,Finestra Pub,139277
5850,Information Technology Center,77576
5850,Main Library,143568
5850,Park,117644
5850,Sports bay,113345
5850,Statue before BAIS Faculty,132121
5851,Bridge,141948
5851,Cafeteria,135759
5851,Chinese Bar,128951
5851,Dean's office,105236
5851,Finestra Pub,165995
5851,Information Technology Center,119608
5851,Main Library,150999
5851,Park,135757
5851,Sports bay,144876
5851,Statue before BAIS Faculty,129104
5852,Bridge,119492
5852,Cafeteria,134884
5852,Chinese Bar,162311
5852,Dean's office,157816
5852,Finestra Pub,142782
5852,Information Technology Center,118117
5852,Main Library,113972
5852,Park,107654
5852,Sports bay,115263
5852,Statue before BAIS Faculty,147115
5853,Bridge,124862
5853,Cafeteria,133693
5853,Chinese Bar,124557
5853,Dean's office,113048
5853,Finestra Pub,95156
5853,Information Technology Center,123721
5853,Main Library,87434
5853,Park,136778
5853,Sports bay,66643
5853,Statue before BAIS Faculty,158662
5854,Bridge,103434
5854,Cafeteria,79632
5854,Chinese Bar,158611
5854,Dean's office,117481
5854,Finestra Pub,100341
5854,Information Technology Center,112971
5854,Main Library,122358
5854,Park,94098
5854,Sports bay,117675
5854,Statue before BAIS Faculty,117748
5855,Bridge,147725
5855,Cafeteria,125487
5855,Chinese Bar,79444
5855,Dean's office,110705
5855,Finestra Pub,158155
5855,Information Technology Center,58641
5855,Main Library,132432
5855,Park,161177
5855,Sports bay,138669
5855,Statue before BAIS Faculty,140769
5856,Bridge,95557
5856,Cafeteria,57342
5856,Chinese Bar,109334
5856,Dean's office,84633
5856,Finestra Pub,112725
5856,Information Technology Center,119810
5856,Main Library,119745
5856,Park,91964
5856,Sports bay,99465
5856,Statue before BAIS Faculty,121270
5857,Bridge,228615
5857,Cafeteria,150337
5857,Chinese Bar,133759
5857,Dean's office,113974
5857,Finestra Pub,106029
5857,Information Technology Center,153522
5857,Main Library,108571
5857,Park,169875
5857,Sports bay,84151
5857,Statue before BAIS Faculty,92443
5858,Bridge,87861
5858,Cafeteria,132679
5858,Chinese Bar,127694
5858,Dean's office,189105
5858,Finestra Pub,102570
5858,Information Technology Center,96716
5858,Main Library,86537
5858,Park,125104
5858,Sports bay,171148
5858,Statue before BAIS Faculty,111149
5859,Bridge,134025
5859,Cafeteria,133106
5859,Chinese Bar,106088
5859,Dean's office,82692
5859,Finestra Pub,115334
5859,Information Technology Center,111851
5859,Main Library,148917
5859,Park,137693
5859,Sports bay,102038
5859,Statue before BAIS Faculty,113585
5860,Bridge,137931
5860,Cafeteria,131331
5860,Chinese Bar,160782
5860,Dean's office,133604
5860,Finestra Pub,85932
5860,Information Technology Center,114396
5860,Main Library,110301
5860,Park,145152
5860,Sports bay,114351
5860,Statue before BAIS Faculty,110977
5861,Bridge,172474
5861,Cafeteria,168015
5861,Chinese Bar,134609
5861,Dean's office,171627
5861,Finestra Pub,129799
5861,Information Technology Center,144935
5861,Main Library,125433
5861,Park,116905
5861,Sports bay,159082
5861,Statue before BAIS Faculty,123222
5862,Bridge,125102
5862,Cafeteria,101051
5862,Chinese Bar,115352
5862,Dean's office,114021
5862,Finestra Pub,152496
5862,Information Technology Center,103492
5862,Main Library,133044
5862,Park,157119
5862,Sports bay,143499
5862,Statue before BAIS Faculty,99629
5863,Bridge,164950
5863,Cafeteria,175680
5863,Chinese Bar,74079
5863,Dean's office,117965
5863,Finestra Pub,155840
5863,Information Technology Center,128680
5863,Main Library,159654
5863,Park,132879
5863,Sports bay,109896
5863,Statue before BAIS Faculty,146534
5864,Bridge,148278
5864,Cafeteria,155223
5864,Chinese Bar,127787
5864,Dean's office,143151
5864,Finestra Pub,119872
5864,Information Technology Center,143804
5864,Main Library,138965
5864,Park,95873
5864,Sports bay,139607
5864,Statue before BAIS Faculty,62999
5865,Bridge,126932
5865,Cafeteria,146111
5865,Chinese Bar,120999
5865,Dean's office,161996
5865,Finestra Pub,94105
5865,Information Technology Center,178998
5865,Main Library,109425
5865,Park,155181
5865,Sports bay,133793
5865,Statue before BAIS Faculty,143633
5866,Bridge,139980
5866,Cafeteria,163991
5866,Chinese Bar,119141
5866,Dean's office,106658
5866,Finestra Pub,130876
5866,Information Technology Center,125467
5866,Main Library,142424
5866,Park,125892
5866,Sports bay,80252
5866,Statue before BAIS Faculty,129781
5867,Bridge,119341
5867,Cafeteria,138472
5867,Chinese Bar,128265
5867,Dean's office,60273
5867,Finestra Pub,71677
5867,Information Technology Center,102191
5867,Main Library,162836
5867,Park,97984
5867,Sports bay,95645
5867,Statue before BAIS Faculty,143356
5868,Bridge,151100
5868,Cafeteria,132683
5868,Chinese Bar,90362
5868,Dean's office,142851
5868,Finestra Pub,108980
5868,Information Technology Center,128126
5868,Main Library,117597
5868,Park,132715
5868,Sports bay,157059
5868,Statue before BAIS Faculty,159791
5869,Bridge,129392
5869,Cafeteria,103513
5869,Chinese Bar,108069
5869,Dean's office,162318
5869,Finestra Pub,194984
5869,Information Technology Center,119446
5869,Main Library,138700
5869,Park,89676
5869,Sports bay,102037
5869,Statue before BAIS Faculty,165359
5870,Bridge,85023
5870,Cafeteria,131764
5870,Chinese Bar,154455
5870,Dean's office,105999
5870,Finestra Pub,113070
5870,Information Technology Center,155343
5870,Main Library,106437
5870,Park,141537
5870,Sports bay,127235
5870,Statue before BAIS Faculty,115736
5871,Bridge,132743
5871,Cafeteria,100153
5871,Chinese Bar,138131
5871,Dean's office,117984
5871,Finestra Pub,120751
5871,Information Technology Center,97271
5871,Main Library,130901
5871,Park,110693
5871,Sports bay,107799
5871,Statue before BAIS Faculty,136917
5872,Bridge,112730
5872,Cafeteria,150124
5872,Chinese Bar,136166
5872,Dean's office,102265
5872,Finestra Pub,83905
5872,Information Technology Center,134045
5872,Main Library,120082
5872,Park,165332
5872,Sports bay,163883
5872,Statue before BAIS Faculty,132718
5873,Bridge,138210
5873,Cafeteria,92158
5873,Chinese Bar,126732
5873,Dean's office,114782
5873,Finestra Pub,119420
5873,Information Technology Center,93633
5873,Main Library,128398
5873,Park,82661
5873,Sports bay,76426
5873,Statue before BAIS Faculty,184816
5874,Bridge,118893
5874,Cafeteria,143329
5874,Chinese Bar,128598
5874,Dean's office,175365
5874,Finestra Pub,142721
5874,Information Technology Center,109165
5874,Main Library,107909
5874,Park,188089
5874,Sports bay,125662
5874,Statue before BAIS Faculty,146298
5875,Bridge,110392
5875,Cafeteria,127217
5875,Chinese Bar,125031
5875,Dean's office,126784
5875,Finestra Pub,104596
5875,Information Technology Center,99203
5875,Main Library,90551
5875,Park,114067
5875,Sports bay,131911
5875,Statue before BAIS Faculty,119210
5876,Bridge,132503
5876,Cafeteria,165418
