9277,Park,81716
9277,Sports bay,175364
9277,Statue before BAIS Faculty,101291
9278,Bridge,99230
9278,Cafeteria,130817
9278,Chinese Bar,154237
9278,Dean's office,75205
9278,Finestra Pub,139932
9278,Information Technology Center,121899
9278,Main Library,170863
9278,Park,91604
9278,Sports bay,151117
9278,Statue before BAIS Faculty,118837
9279,Bridge,120607
9279,Cafeteria,108648
9279,Chinese Bar,146250
9279,Dean's office,140370
9279,Finestra Pub,84047
9279,Information Technology Center,123839
9279,Main Library,105112
9279,Park,106787
9279,Sports bay,167386
9279,Statue before BAIS Faculty,176525
9280,Bridge,138235
9280,Cafeteria,117679
9280,Chinese Bar,164562
9280,Dean's office,110853
9280,Finestra Pub,127791
9280,Information Technology Center,131564
9280,Main Library,96134
9280,Park,129254
9280,Sports bay,109642
9280,Statue before BAIS Faculty,134781
9281,Bridge,173328
9281,Cafeteria,111279
9281,Chinese Bar,131937
9281,Dean's office,107507
9281,Finestra Pub,104105
9281,Information Technology Center,138325
9281,Main Library,95739
9281,Park,114294
9281,Sports bay,131951
9281,Statue before BAIS Faculty,124865
9282,Bridge,74853
9282,Cafeteria,153872
9282,Chinese Bar,165508
9282,Dean's office,187347
9282,Finestra Pub,121792
9282,Information Technology Center,97898
9282,Main Library,153760
9282,Park,109348
9282,Sports bay,101717
9282,Statue before BAIS Faculty,144816
9283,Bridge,92598
9283,Cafeteria,90760
9283,Chinese Bar,144107
9283,Dean's office,76235
9283,Finestra Pub,100601
9283,Information Technology Center,138825
9283,Main Library,140918
9283,Park,87373
9283,Sports bay,131092
9283,Statue before BAIS Faculty,118827
9284,Bridge,122809
9284,Cafeteria,133422
9284,Chinese Bar,113329
9284,Dean's office,99472
9284,Finestra Pub,99279
9284,Information Technology Center,154419
9284,Main Library,131002
9284,Park,110108
9284,Sports bay,103851
9284,Statue before BAIS Faculty,110917
9285,Bridge,62668
9285,Cafeteria,114434
9285,Chinese Bar,114027
9285,Dean's office,132975
9285,Finestra Pub,110596
9285,Information Technology Center,132069
9285,Main Library,119199
9285,Park,130556
9285,Sports bay,134331
9285,Statue before BAIS Faculty,152469
9286,Bridge,107443
9286,Cafeteria,114327
9286,Chinese Bar,109356
