8014,Park,84975
8014,Sports bay,107727
8014,Statue before BAIS Faculty,70840
8015,Bridge,127308
8015,Cafeteria,159651
8015,Chinese Bar,123176
8015,Dean's office,100723
8015,Finestra Pub,126352
8015,Information Technology Center,91146
8015,Main Library,95886
8015,Park,135080
8015,Sports bay,156476
8015,Statue before BAIS Faculty,130939
8016,Bridge,166167
8016,Cafeteria,105731
8016,Chinese Bar,116113
8016,Dean's office,138934
8016,Finestra Pub,165246
8016,Information Technology Center,154538
8016,Main Library,125089
8016,Park,160932
8016,Sports bay,130689
8016,Statue before BAIS Faculty,95885
8017,Bridge,94218
8017,Cafeteria,144582
8017,Chinese Bar,118579
8017,Dean's office,135849
8017,Finestra Pub,126982
8017,Information Technology Center,85460
8017,Main Library,164220
8017,Park,96844
8017,Sports bay,124018
8017,Statue before BAIS Faculty,171924
8018,Bridge,111619
8018,Cafeteria,130354
8018,Chinese Bar,132553
8018,Dean's office,142811
8018,Finestra Pub,115235
8018,Information Technology Center,106150
8018,Main Library,105464
8018,Park,123845
8018,Sports bay,134786
8018,Statue before BAIS Faculty,124150
8019,Bridge,152637
8019,Cafeteria,66357
8019,Chinese Bar,104534
8019,Dean's office,169807
8019,Finestra Pub,133989
8019,Information Technology Center,182073
8019,Main Library,128890
8019,Park,82506
8019,Sports bay,162214
8019,Statue before BAIS Faculty,129619
8020,Bridge,121193
8020,Cafeteria,92591
8020,Chinese Bar,135912
8020,Dean's office,67595
8020,Finestra Pub,102360
8020,Information Technology Center,123907
8020,Main Library,129101
8020,Park,134701
8020,Sports bay,93591
8020,Statue before BAIS Faculty,146794
8021,Bridge,174843
8021,Cafeteria,115761
8021,Chinese Bar,116462
8021,Dean's office,101031
8021,Finestra Pub,170406
8021,Information Technology Center,149451
8021,Main Library,74092
8021,Park,93126
8021,Sports bay,92453
8021,Statue before BAIS Faculty,86683
8022,Bridge,99543
8022,Cafeteria,112279
8022,Chinese Bar,134956
8022,Dean's office,104368
8022,Finestra Pub,146636
8022,Information Technology Center,135117
8022,Main Library,93168
8022,Park,114676
8022,Sports bay,131474
8022,Statue before BAIS Faculty,119770
8023,Bridge,139978
8023,Cafeteria,134329
8023,Chinese Bar,125216
8023,Dean's office,128915
8023,Finestra Pub,105511
8023,Information Technology Center,98125
8023,Main Library,130237
8023,Park,171955
8023,Sports bay,118818
8023,Statue before BAIS Faculty,153338
8024,Bridge,118621
8024,Cafeteria,119537
8024,Chinese Bar,137469
8024,Dean's office,126510
8024,Finestra Pub,120711
8024,Information Technology Center,131201
8024,Main Library,116693
8024,Park,160432
8024,Sports bay,81094
8024,Statue before BAIS Faculty,137230
8025,Bridge,122174
8025,Cafeteria,114689
8025,Chinese Bar,97095
8025,Dean's office,142811
8025,Finestra Pub,144974
8025,Information Technology Center,135876
8025,Main Library,203142
8025,Park,169021
8025,Sports bay,125434
8025,Statue before BAIS Faculty,96662
8026,Bridge,128353
8026,Cafeteria,113304
8026,Chinese Bar,155142
8026,Dean's office,111440
8026,Finestra Pub,112744
8026,Information Technology Center,142097
8026,Main Library,138762
8026,Park,152362
8026,Sports bay,107315
8026,Statue before BAIS Faculty,111242
8027,Bridge,122649
8027,Cafeteria,82684
8027,Chinese Bar,109466
8027,Dean's office,147825
8027,Finestra Pub,122485
8027,Information Technology Center,154213
8027,Main Library,101315
8027,Park,135067
8027,Sports bay,126124
8027,Statue before BAIS Faculty,153701
8028,Bridge,118721
8028,Cafeteria,97696
8028,Chinese Bar,119853
8028,Dean's office,145117
8028,Finestra Pub,108901
8028,Information Technology Center,126592
8028,Main Library,118516
8028,Park,122036
8028,Sports bay,94252
8028,Statue before BAIS Faculty,122615
8029,Bridge,162204
8029,Cafeteria,108927
8029,Chinese Bar,112116
8029,Dean's office,116070
8029,Finestra Pub,158031
8029,Information Technology Center,111084
8029,Main Library,165681
8029,Park,100245
8029,Sports bay,155833
8029,Statue before BAIS Faculty,126425
8030,Bridge,140685
8030,Cafeteria,169496
8030,Chinese Bar,139833
8030,Dean's office,99928
8030,Finestra Pub,134700
8030,Information Technology Center,154667
8030,Main Library,157684
8030,Park,179643
8030,Sports bay,70599
8030,Statue before BAIS Faculty,134599
8031,Bridge,110606
8031,Cafeteria,158310
8031,Chinese Bar,112703
8031,Dean's office,123883
8031,Finestra Pub,135160
8031,Information Technology Center,151915
8031,Main Library,98913
8031,Park,145943
8031,Sports bay,173923
8031,Statue before BAIS Faculty,132369
8032,Bridge,141907
8032,Cafeteria,111559
8032,Chinese Bar,91911
8032,Dean's office,118185
8032,Finestra Pub,108832
8032,Information Technology Center,48877
8032,Main Library,124567
8032,Park,112577
8032,Sports bay,154364
8032,Statue before BAIS Faculty,131134
8033,Bridge,85442
8033,Cafeteria,118275
8033,Chinese Bar,144530
8033,Dean's office,128513
8033,Finestra Pub,152875
8033,Information Technology Center,104155
8033,Main Library,93751
8033,Park,96262
8033,Sports bay,97292
8033,Statue before BAIS Faculty,130997
8034,Bridge,92515
8034,Cafeteria,126837
8034,Chinese Bar,167194
8034,Dean's office,104370
8034,Finestra Pub,122926
8034,Information Technology Center,125560
8034,Main Library,133727
8034,Park,119753
8034,Sports bay,129660
8034,Statue before BAIS Faculty,70954
8035,Bridge,52420
8035,Cafeteria,108083
8035,Chinese Bar,124190
8035,Dean's office,141351
8035,Finestra Pub,74577
8035,Information Technology Center,107018
8035,Main Library,141601
8035,Park,117391
8035,Sports bay,97300
8035,Statue before BAIS Faculty,125276
8036,Bridge,97257
8036,Cafeteria,108217
8036,Chinese Bar,145786
8036,Dean's office,99561
8036,Finestra Pub,125605
8036,Information Technology Center,59036
8036,Main Library,116033
8036,Park,109079
8036,Sports bay,87390
8036,Statue before BAIS Faculty,131653
8037,Bridge,214120
8037,Cafeteria,134277
8037,Chinese Bar,138890
8037,Dean's office,164506
8037,Finestra Pub,115801
8037,Information Technology Center,138700
8037,Main Library,121490
8037,Park,107923
8037,Sports bay,141445
8037,Statue before BAIS Faculty,102116
8038,Bridge,106397
8038,Cafeteria,107899
8038,Chinese Bar,109185
8038,Dean's office,116405
8038,Finestra Pub,118935
8038,Information Technology Center,124367
8038,Main Library,117394
8038,Park,130260
8038,Sports bay,112549
8038,Statue before BAIS Faculty,135553
8039,Bridge,99787
8039,Cafeteria,97106
8039,Chinese Bar,100894
8039,Dean's office,90309
8039,Finestra Pub,101916
8039,Information Technology Center,64920
8039,Main Library,93762
8039,Park,119382
8039,Sports bay,207491
8039,Statue before BAIS Faculty,132434
8040,Bridge,151786
8040,Cafeteria,147047
8040,Chinese Bar,126290
8040,Dean's office,121277
8040,Finestra Pub,98960
8040,Information Technology Center,124240
8040,Main Library,163880
8040,Park,116356
8040,Sports bay,121013
8040,Statue before BAIS Faculty,177917
8041,Bridge,107701
8041,Cafeteria,187101
8041,Chinese Bar,129666
8041,Dean's office,126342
8041,Finestra Pub,157415
8041,Information Technology Center,123508
8041,Main Library,104323
8041,Park,137709
8041,Sports bay,111944
8041,Statue before BAIS Faculty,103762
8042,Bridge,109600
8042,Cafeteria,90299
8042,Chinese Bar,139808
8042,Dean's office,183615
8042,Finestra Pub,139181
8042,Information Technology Center,206072
8042,Main Library,154717
8042,Park,164223
8042,Sports bay,146220
8042,Statue before BAIS Faculty,137137
8043,Bridge,119349
8043,Cafeteria,143588
8043,Chinese Bar,112554
8043,Dean's office,58775
8043,Finestra Pub,127283
8043,Information Technology Center,145276
8043,Main Library,127866
8043,Park,141498
8043,Sports bay,109106
