4263,Dean's office,174463
4263,Finestra Pub,164123
4263,Information Technology Center,166708
4263,Main Library,132896
4263,Park,119876
4263,Sports bay,109076
4263,Statue before BAIS Faculty,174857
4264,Bridge,77270
4264,Cafeteria,137298
4264,Chinese Bar,118979
4264,Dean's office,67486
4264,Finestra Pub,161509
4264,Information Technology Center,112781
4264,Main Library,113706
4264,Park,132335
4264,Sports bay,181950
4264,Statue before BAIS Faculty,164127
4265,Bridge,54410
4265,Cafeteria,136575
4265,Chinese Bar,131295
4265,Dean's office,153680
4265,Finestra Pub,94133
4265,Information Technology Center,106849
4265,Main Library,134973
4265,Park,124086
4265,Sports bay,81547
4265,Statue before BAIS Faculty,140465
4266,Bridge,63137
4266,Cafeteria,111569
4266,Chinese Bar,90242
4266,Dean's office,125655
4266,Finestra Pub,95786
4266,Information Technology Center,123099
4266,Main Library,116193
4266,Park,132283
4266,Sports bay,126315
4266,Statue before BAIS Faculty,74008
4267,Bridge,141131
4267,Cafeteria,145592
4267,Chinese Bar,139664
4267,Dean's office,151886
4267,Finestra Pub,107389
4267,Information Technology Center,107484
4267,Main Library,146226
4267,Park,89993
4267,Sports bay,117271
4267,Statue before BAIS Faculty,113205
4268,Bridge,153870
4268,Cafeteria,119683
4268,Chinese Bar,127773
4268,Dean's office,89314
4268,Finestra Pub,139725
4268,Information Technology Center,117860
4268,Main Library,102747
4268,Park,111867
4268,Sports bay,153941
4268,Statue before BAIS Faculty,138344
4269,Bridge,117098
4269,Cafeteria,134893
4269,Chinese Bar,118834
4269,Dean's office,154518
4269,Finestra Pub,133372
4269,Information Technology Center,86197
4269,Main Library,147585
4269,Park,126312
4269,Sports bay,143093
4269,Statue before BAIS Faculty,149730
4270,Bridge,119922
4270,Cafeteria,151928
4270,Chinese Bar,78288
4270,Dean's office,79455
4270,Finestra Pub,115410
4270,Information Technology Center,160713
4270,Main Library,133894
4270,Park,126180
4270,Sports bay,154677
4270,Statue before BAIS Faculty,116877
4271,Bridge,95470
4271,Cafeteria,88857
4271,Chinese Bar,124704
4271,Dean's office,126914
4271,Finestra Pub,109965
4271,Information Technology Center,141842
4271,Main Library,77296
4271,Park,98912
4271,Sports bay,99940
4271,Statue before BAIS Faculty,110084
4272,Bridge,124457
4272,Cafeteria,112231
4272,Chinese Bar,112979
4272,Dean's office,145468
4272,Finestra Pub,153488
4272,Information Technology Center,187227
4272,Main Library,115518
4272,Park,117090
4272,Sports bay,73653
4272,Statue before BAIS Faculty,110071
4273,Bridge,148081
4273,Cafeteria,113121
4273,Chinese Bar,107777
4273,Dean's office,78267
