1116,Bridge,121010
1116,Cafeteria,121315
1116,Chinese Bar,150593
1116,Dean's office,80866
1116,Finestra Pub,74325
1116,Information Technology Center,170862
1116,Main Library,141646
1116,Park,90846
1116,Sports bay,114860
1116,Statue before BAIS Faculty,84473
1117,Bridge,156318
1117,Cafeteria,139723
1117,Chinese Bar,144501
1117,Dean's office,130340
1117,Finestra Pub,143435
1117,Information Technology Center,135612
1117,Main Library,135590
1117,Park,158288
1117,Sports bay,106400
1117,Statue before BAIS Faculty,114272
1118,Bridge,107880
1118,Cafeteria,75757
1118,Chinese Bar,112380
1118,Dean's office,78938
1118,Finestra Pub,142235
1118,Information Technology Center,78369
1118,Main Library,95424
1118,Park,90527
1118,Sports bay,139754
1118,Statue before BAIS Faculty,105968
1119,Bridge,95274
1119,Cafeteria,114912
1119,Chinese Bar,118253
1119,Dean's office,153417
1119,Finestra Pub,124223
1119,Information Technology Center,174386
1119,Main Library,76226
1119,Park,102383
1119,Sports bay,118282
1119,Statue before BAIS Faculty,82325
1120,Bridge,73427
1120,Cafeteria,126574
1120,Chinese Bar,75979
1120,Dean's office,156592
1120,Finestra Pub,102620
1120,Information Technology Center,78109
1120,Main Library,148678
1120,Park,117963
1120,Sports bay,127523
1120,Statue before BAIS Faculty,121836
1121,Bridge,91600
1121,Cafeteria,104854
1121,Chinese Bar,122635
1121,Dean's office,108733
1121,Finestra Pub,103438
1121,Information Technology Center,119782
1121,Main Library,118206
1121,Park,136477
1121,Sports bay,109676
1121,Statue before BAIS Faculty,121553
1122,Bridge,127463
1122,Cafeteria,137209
1122,Chinese Bar,139299
1122,Dean's office,111593
1122,Finestra Pub,114656
1122,Information Technology Center,84893
1122,Main Library,124633
1122,Park,115280
1122,Sports bay,119311
1122,Statue before BAIS Faculty,97219
1123,Bridge,156312
1123,Cafeteria,117980
1123,Chinese Bar,135520
1123,Dean's office,116583
1123,Finestra Pub,96453
1123,Information Technology Center,159910
1123,Main Library,58107
1123,Park,139906
1123,Sports bay,153097
1123,Statue before BAIS Faculty,122609
1124,Bridge,141849
1124,Cafeteria,103892
1124,Chinese Bar,197844
1124,Dean's office,83894
1124,Finestra Pub,94345
1124,Information Technology Center,169721
1124,Main Library,108163
1124,Park,136819
1124,Sports bay,129700
1124,Statue before BAIS Faculty,109860
1125,Bridge,132270
1125,Cafeteria,141160
1125,Chinese Bar,96384
1125,Dean's office,103152
1125,Finestra Pub,112829
1125,Information Technology Center,124114
1125,Main Library,155390
1125,Park,96483
1125,Sports bay,162653
1125,Statue before BAIS Faculty,136053
1126,Bridge,94626
1126,Cafeteria,112011
1126,Chinese Bar,114564
1126,Dean's office,105228
1126,Finestra Pub,150319
1126,Information Technology Center,139105
1126,Main Library,85361
1126,Park,126140
1126,Sports bay,166198
