11675,Dean's office,101016
11675,Finestra Pub,194460
11675,Information Technology Center,126124
11675,Main Library,136880
11675,Park,99520
11675,Sports bay,130457
11675,Statue before BAIS Faculty,113122
11676,Bridge,119143
11676,Cafeteria,101501
11676,Chinese Bar,89255
11676,Dean's office,143177
11676,Finestra Pub,72945
11676,Information Technology Center,126067
11676,Main Library,79038
11676,Park,62840
11676,Sports bay,98353
11676,Statue before BAIS Faculty,50473
11677,Bridge,121315
11677,Cafeteria,190648
11677,Chinese Bar,154735
11677,Dean's office,129771
11677,Finestra Pub,104271
11677,Information Technology Center,107634
11677,Main Library,134836
11677,Park,141317
11677,Sports bay,101380
11677,Statue before BAIS Faculty,140715
11678,Bridge,136839
11678,Cafeteria,123763
11678,Chinese Bar,91424
11678,Dean's office,128005
11678,Finestra Pub,121950
11678,Information Technology Center,160028
11678,Main Library,125117
11678,Park,121042
11678,Sports bay,108504
11678,Statue before BAIS Faculty,149773
11679,Bridge,117411
11679,Cafeteria,95963
11679,Chinese Bar,109673
11679,Dean's office,104866
11679,Finestra Pub,108213
11679,Information Technology Center,138140
11679,Main Library,102827
11679,Park,156058
11679,Sports bay,112386
11679,Statue before BAIS Faculty,130303
11680,Bridge,139796
11680,Cafeteria,89292
11680,Chinese Bar,143466
11680,Dean's office,114356
11680,Finestra Pub,137865
11680,Information Technology Center,163880
11680,Main Library,147831
11680,Park,169796
11680,Sports bay,135088
11680,Statue before BAIS Faculty,114442
11681,Bridge,159556
11681,Cafeteria,154277
11681,Chinese Bar,133655
11681,Dean's office,120548
11681,Finestra Pub,107466
11681,Information Technology Center,142036
11681,Main Library,113033
11681,Park,166415
11681,Sports bay,121019
11681,Statue before BAIS Faculty,90361
11682,Bridge,137073
11682,Cafeteria,148155
11682,Chinese Bar,128329
11682,Dean's office,113045
11682,Finestra Pub,147192
11682,Information Technology Center,121332
11682,Main Library,135821
11682,Park,167119
11682,Sports bay,170203
11682,Statue before BAIS Faculty,143048
11683,Bridge,201735
11683,Cafeteria,166441
11683,Chinese Bar,95871
11683,Dean's office,131061
11683,Finestra Pub,112565
11683,Information Technology Center,104822
11683,Main Library,161201
11683,Park,145674
11683,Sports bay,89777
11683,Statue before BAIS Faculty,113340
11684,Bridge,104120
11684,Cafeteria,94474
11684,Chinese Bar,76450
11684,Dean's office,113441
11684,Finestra Pub,105444
11684,Information Technology Center,104893
11684,Main Library,149040
11684,Park,93753
11684,Sports bay,131822
11684,Statue before BAIS Faculty,129873
11685,Bridge,107687
11685,Cafeteria,82921
11685,Chinese Bar,115431
11685,Dean's office,101665
11685,Finestra Pub,131548
11685,Information Technology Center,127428
11685,Main Library,110332
11685,Park,99827
11685,Sports bay,151099
11685,Statue before BAIS Faculty,110935
11686,Bridge,118562
11686,Cafeteria,88939
11686,Chinese Bar,95778
11686,Dean's office,163369
11686,Finestra Pub,133504
11686,Information Technology Center,87755
11686,Main Library,116365
11686,Park,85583
11686,Sports bay,104856
11686,Statue before BAIS Faculty,127592
11687,Bridge,113869
11687,Cafeteria,103042
11687,Chinese Bar,124700
11687,Dean's office,110790
11687,Finestra Pub,98158
11687,Information Technology Center,113995
11687,Main Library,117286
11687,Park,136782
11687,Sports bay,101437
11687,Statue before BAIS Faculty,138884
11688,Bridge,139219
11688,Cafeteria,108673
11688,Chinese Bar,121701
11688,Dean's office,92505
11688,Finestra Pub,110835
11688,Information Technology Center,159331
11688,Main Library,118294
11688,Park,140031
11688,Sports bay,117887
11688,Statue before BAIS Faculty,99476
11689,Bridge,151748
11689,Cafeteria,188750
11689,Chinese Bar,157249
11689,Dean's office,125278
11689,Finestra Pub,79047
11689,Information Technology Center,137848
11689,Main Library,104074
11689,Park,123436
11689,Sports bay,135312
11689,Statue before BAIS Faculty,119905
11690,Bridge,83116
11690,Cafeteria,134913
11690,Chinese Bar,98446
11690,Dean's office,116398
11690,Finestra Pub,140775
11690,Information Technology Center,158893
11690,Main Library,147883
11690,Park,108702
11690,Sports bay,108294
