2980,Park,118369
2980,Sports bay,144771
2980,Statue before BAIS Faculty,124910
2981,Bridge,145639
2981,Cafeteria,137317
2981,Chinese Bar,128944
2981,Dean's office,123852
2981,Finestra Pub,159793
2981,Information Technology Center,100520
2981,Main Library,111935
2981,Park,114284
2981,Sports bay,90295
2981,Statue before BAIS Faculty,128279
2982,Bridge,117323
2982,Cafeteria,147507
2982,Chinese Bar,115539
2982,Dean's office,130505
2982,Finestra Pub,160936
2982,Information Technology Center,104992
2982,Main Library,95720
2982,Park,76736
2982,Sports bay,83448
2982,Statue before BAIS Faculty,164945
2983,Bridge,141674
2983,Cafeteria,139462
2983,Chinese Bar,105898
2983,Dean's office,142451
2983,Finestra Pub,131203
2983,Information Technology Center,86476
2983,Main Library,87571
2983,Park,117086
2983,Sports bay,129383
2983,Statue before BAIS Faculty,133478
2984,Bridge,108436
2984,Cafeteria,105275
2984,Chinese Bar,137333
2984,Dean's office,145184
2984,Finestra Pub,117387
2984,Information Technology Center,120944
2984,Main Library,113002
2984,Park,143490
2984,Sports bay,96207
2984,Statue before BAIS Faculty,149196
2985,Bridge,107280
2985,Cafeteria,132039
2985,Chinese Bar,138330
2985,Dean's office,102266
2985,Finestra Pub,94882
2985,Information Technology Center,138963
2985,Main Library,144200
2985,Park,124811
2985,Sports bay,142837
2985,Statue before BAIS Faculty,66616
2986,Bridge,117052
2986,Cafeteria,126052
2986,Chinese Bar,108916
2986,Dean's office,101282
2986,Finestra Pub,123829
2986,Information Technology Center,152378
2986,Main Library,82678
2986,Park,103251
2986,Sports bay,114782
2986,Statue before BAIS Faculty,153074
2987,Bridge,110385
2987,Cafeteria,112339
2987,Chinese Bar,159067
2987,Dean's office,107434
2987,Finestra Pub,117224
2987,Information Technology Center,92506
2987,Main Library,143032
2987,Park,137811
2987,Sports bay,101028
2987,Statue before BAIS Faculty,114633
2988,Bridge,162707
2988,Cafeteria,156212
2988,Chinese Bar,132444
2988,Dean's office,107199
2988,Finestra Pub,106506
2988,Information Technology Center,87866
2988,Main Library,114198
2988,Park,153391
2988,Sports bay,152794
